,price($),age_of_car,model,Transmission,Mileage(miles),Exterior_Color,Interior_Color,Gas_mileage_comb(MPG),Engine,Drivetrain,Fuel_type,No._of_features,description_len,Exterior_color_imputed
1098,40995,2,Toyota,Automatic,41849,White,Gray,14,V8,Four-Wheel Drive,Gasoline,9,1903,0
1099,11480,7,Honda,Automatic,67060,Black,Black,34,I4,Front-Wheel Drive,Gasoline,2,265,1
1100,11980,4,Kia,Automatic,21400,Black,Black,27,I4,Front-Wheel Drive,Gasoline,2,269,0
1101,14980,5,Acura,Automatic,96100,Black,Black,26,V6,Front-Wheel Drive,Gasoline,9,321,0
1102,15380,2,Ford,Automatic,41571,Red,Black,42,I4,Front-Wheel Drive,Hybrid,7,275,0
1103,15480,5,Toyota,Automatic,77575,Black,Black,42,I4,Front-Wheel Drive,Hybrid,3,258,1
1104,35480,2,Audi,Automatic,18550,Black,Black,24,I4,All-Wheel Drive,Gasoline,12,673,0
1105,8499,7,Volkswagen,Automatic,69200,Black,Black,26,I5,Front-Wheel Drive,Gasoline,3,1677,0
1106,9299,14,Mercedes-Benz,Automatic,112480,Silver,Black,14,V8,All-Wheel Drive,Gasoline,12,1747,0
1107,14999,10,Nissan,Manual,103450,White,Black,21,V6,Rear-Wheel Drive,Gasoline,4,1631,0
1108,16999,9,Chevrolet,Automatic,134000,Silver,Black,17,V8,Four-Wheel Drive,Flex Fuel Vehicle,25,1380,0
1109,19999,8,RAM,Automatic,101345,Black,Gray,19,V6,Four-Wheel Drive,Flex Fuel Vehicle,8,1633,0
1110,29999,13,Maserati,Automatic,29200,Silver,Black,15,V8,Rear-Wheel Drive,Gasoline,7,1726,0
1111,16795,6,Volkswagen,Automatic,46035,Black,Black,28,I4,Front-Wheel Drive,Gasoline,3,1359,1
1112,19995,4,GMC,Automatic,72107,Black,Black,19,V6,All-Wheel Drive,Gasoline,11,3491,0
1113,21995,2,GMC,Automatic,38399,Black,Black,25,I4,Four-Wheel Drive,Gasoline,10,3391,1
1114,25395,8,GMC,Automatic,120609,White,Gray,14,V8,All-Wheel Drive,Flex Fuel Vehicle,10,3553,0
1115,26995,7,Chevrolet,Automatic,85432,Gray,Black,18,V8,Four-Wheel Drive,Flex Fuel Vehicle,5,2940,0
1116,33495,2,Honda,Automatic,5424,White,Black,23,V6,Front-Wheel Drive,Gasoline,12,2309,0
1117,35550,3,Honda,Automatic,33319,Gray,Gray,22,V6,All-Wheel Drive,Gasoline,11,2476,0
1118,9495,5,Volkswagen,Automatic,86138,Black,Black,32,I4,Front-Wheel Drive,Gasoline,3,5537,0
1119,9995,16,Ford,Automatic,251136,Black,Black,25,V8,Four-Wheel Drive,Diesel,3,2541,0
1120,28464,5,RAM,Automatic,68365,White,Black,17,V8,Four-Wheel Drive,Gasoline,5,5806,0
1121,9405,5,Dodge,Automatic,59576,Black,Black,28,I4,Front-Wheel Drive,Flex Fuel Vehicle,2,3322,0
1122,8499,13,Acura,Automatic,132650,Black,Black,25,I4,All-Wheel Drive,Gasoline,7,712,1
1123,11999,8,Honda,Automatic,93850,Black,Black,31,I4,Front-Wheel Drive,Gasoline,5,484,0
1124,12700,9,Acura,Automatic,71350,Silver,Black,25,V6,Front-Wheel Drive,Gasoline,11,722,0
1125,18995,8,BMW,Manual,99536,Blue,Black,22,I6,Rear-Wheel Drive,Gasoline,1,1092,0
1126,20498,3,Acura,Automatic,52611,Black,Black,25,I4,Front-Wheel Drive,Gasoline,9,1371,0
1127,20998,2,Toyota,Automatic,13133,White,Black,33,I4,Front-Wheel Drive,Gasoline,3,1300,0
1128,22498,2,Volkswagen,Automatic,37101,Blue,Black,24,I4,All-Wheel Drive,Gasoline,1,1118,0
1129,22992,7,Dodge,Automatic,101139,Black,Black,17,V8,All-Wheel Drive,Gasoline,11,2421,0
1130,24498,3,Audi,Automatic,31920,Black,Black,23,I4,All-Wheel Drive,Gasoline,3,1206,0
1131,25598,3,Honda,Automatic,19046,Black,Black,47,I4,Front-Wheel Drive,Hybrid,10,1276,0
1132,30998,3,Audi,Automatic,15296,Blue,Black,25,I4,All-Wheel Drive,Gasoline,3,1216,0
1133,30998,3,Audi,Automatic,15420,Blue,Black,25,I4,All-Wheel Drive,Gasoline,3,1224,0
1134,38998,3,Audi,Automatic,26804,Gray,Black,21,I4,All-Wheel Drive,Gasoline,4,1389,0
1135,42498,3,Porsche,Automatic,20623,Blue,Gray,22,I4,All-Wheel Drive,Gasoline,6,3226,0
1136,6880,9,Volkswagen,Automatic,95675,White,Black,26,I5,Front-Wheel Drive,Gasoline,3,2398,0
1137,8480,8,MINI,Manual,64320,Red,Black,30,I4,Front-Wheel Drive,Gasoline,2,1941,0
1138,8980,6,Chrysler,Automatic,101281,Silver,Black,28,I4,Front-Wheel Drive,Gasoline,4,1730,0
1139,10800,4,Volkswagen,Automatic,113113,White,Black,29,I4,Front-Wheel Drive,Gasoline,3,2301,0
1140,10980,11,Mercedes-Benz,Automatic,91323,Gray,Black,21,V6,Rear-Wheel Drive,Gasoline,4,2325,0
1141,12980,4,Ford,Automatic,66340,White,Black,27,I4,Front-Wheel Drive,Gasoline,3,2796,0
1142,18980,3,Subaru,Automatic,44865,Black,Gray,29,H4,All-Wheel Drive,Gasoline,7,5531,0
1143,21980,7,BMW,Automatic,52262,Silver,Black,27,I4,Rear-Wheel Drive,Gasoline,4,2457,0
1144,22980,2,Jeep,Automatic,37109,Black,Black,22,V6,Four-Wheel Drive,Gasoline,10,4410,0
1145,37991,1,INFINITI,Automatic,13298,White,Black,22,V6,All-Wheel Drive,Gasoline,12,3924,0
1146,39491,1,INFINITI,Automatic,10874,White,Black,22,V6,All-Wheel Drive,Gasoline,9,5103,0
1147,49991,2,INFINITI,Automatic,27226,Black,Black,15,V8,All-Wheel Drive,Gasoline,10,5145,1
1148,13499,2,Ford,Automatic,39772,Blue,Black,31,I4,Front-Wheel Drive,Gasoline,2,430,0
1149,34999,3,GMC,Automatic,20620,White,Black,20,V6,Four-Wheel Drive,Gasoline,4,549,0
1150,36999,4,Chevrolet,Automatic,58178,Red,Gray,25,V8,Four-Wheel Drive,Gasoline,5,583,0
1151,36999,4,RAM,Automatic,84390,White,Black,17,V8,Four-Wheel Drive,Gasoline,7,708,0
1152,36999,4,RAM,Automatic,84369,Silver,Black,17,V8,Four-Wheel Drive,Gasoline,7,790,0
1153,39999,3,GMC,Automatic,22521,White,Black,18,V8,Four-Wheel Drive,Gasoline,6,767,0
1154,39999,3,Ford,Automatic,29872,White,Gray,18,V8,Four-Wheel Drive,Gasoline,4,519,0
1155,44999,2,Toyota,Automatic,12427,Silver,Black,18,V6,Four-Wheel Drive,Gasoline,6,625,0
1156,56999,4,RAM,Automatic,61043,Silver,Black,25,I6,Four-Wheel Drive,Diesel,12,824,0
1157,14999,5,MINI,Automatic,44746,Red,Black,31,I3,Front-Wheel Drive,Gasoline,5,569,0
1158,19999,3,Chevrolet,Automatic,36125,Red,Gray,119,I4,Front-Wheel Drive,Electric,5,484,0
1159,21999,7,Ford,Automatic,87300,White,Gray,18,V6,Four-Wheel Drive,Flex Fuel Vehicle,2,455,0
1160,39154,4,Ford,Automatic,42132,Black,Black,17,V6,Four-Wheel Drive,Gasoline,10,909,0
1161,42999,1,Dodge,Automatic,28845,White,Black,17,V8,All-Wheel Drive,Gasoline,9,837,0
1162,43999,1,Dodge,Automatic,23279,White,Black,17,V8,All-Wheel Drive,Gasoline,7,792,0
1163,44999,3,Toyota,Automatic,35877,Silver,Black,18,V6,Four-Wheel Drive,Gasoline,15,807,0
1164,48478,2,Chevrolet,Automatic,33116,Blue,Black,17,V8,Four-Wheel Drive,Gasoline,9,602,0
1165,49459,3,Ford,Automatic,45046,Black,Black,18,V8,Four-Wheel Drive,Gasoline,8,864,0
1166,49999,5,Jeep,Automatic,52272,White,Black,15,V8,Four-Wheel Drive,Gasoline,5,650,0
1167,11986,4,Kia,Manual,47112,Blue,Black,29,I4,Front-Wheel Drive,Gasoline,3,463,0
1168,11987,5,Kia,Manual,36521,Silver,Black,26,I4,Front-Wheel Drive,Gasoline,3,486,0
1169,29999,2,Nissan,Automatic,64389,Black,Black,16,V8,Front-Wheel Drive,Gasoline,5,547,0
1170,37999,3,Ford,Automatic,43677,White,Gray,19,V6,Four-Wheel Drive,Gasoline,4,579,0
1171,37999,2,Chevrolet,Automatic,51167,Gray,Black,25,V8,Front-Wheel Drive,Gasoline,3,462,0
1172,38965,3,Chevrolet,Automatic,33694,Red,Black,25,V8,Four-Wheel Drive,Gasoline,4,633,0
1173,38999,2,Ford,Automatic,26890,White,Gray,18,V8,Four-Wheel Drive,Flex Fuel Vehicle,4,502,0
1174,39999,4,RAM,Automatic,33902,Silver,Black,17,V8,Four-Wheel Drive,Gasoline,6,638,0
1175,39999,2,Ford,Automatic,34458,White,Gray,19,V6,Four-Wheel Drive,Gasoline,3,683,0
1176,44507,4,Chevrolet,Automatic,69091,White,Black,18,V8,Four-Wheel Drive,Flex Fuel Vehicle,10,925,0
1177,46499,4,GMC,Automatic,33636,Gray,Black,17,V8,Four-Wheel Drive,Gasoline,9,833,0
1178,46999,2,Chevrolet,Automatic,12905,Blue,Black,18,V8,Four-Wheel Drive,Gasoline,6,685,0
1179,49999,3,Ford,Automatic,18878,Black,Black,19,V6,Four-Wheel Drive,Gasoline,8,917,0
1180,52999,3,Ford,Automatic,29195,White,Gray,25,V8,Four-Wheel Drive,Flex Fuel Vehicle,5,532,0
1181,56409,5,Ford,Automatic,46482,White,Black,25,V8,Four-Wheel Drive,Biodiesel,8,857,0
1182,62999,2,Ford,Automatic,61125,Silver,Black,25,V8,Four-Wheel Drive,Biodiesel,7,698,0
1183,74999,1,Ford,Automatic,12458,Silver,Black,25,V8,Four-Wheel Drive,Biodiesel,11,892,0
1184,76915,1,Ford,Automatic,11014,Black,Black,25,V8,Four-Wheel Drive,Biodiesel,8,790,0
1185,76999,1,Ford,Automatic,9003,Gray,Black,25,V8,Four-Wheel Drive,Biodiesel,11,850,0
1186,79999,1,Ford,Automatic,19218,Black,Black,25,V8,Four-Wheel Drive,Biodiesel,8,847,0
1187,89999,0,GMC,Automatic,511,Gray,Black,16,V8,Four-Wheel Drive,Gasoline,8,795,0
1188,12296,3,Kia,Automatic,70376,Silver,Black,27,I4,Front-Wheel Drive,Gasoline,3,4470,0
1189,13348,3,Toyota,Automatic,80079,Gray,Black,31,I4,Front-Wheel Drive,Gasoline,2,4480,0
1190,14151,3,Chevrolet,Automatic,48818,Black,Black,33,I4,Front-Wheel Drive,Gasoline,5,4376,1
1191,14628,3,Chevrolet,Automatic,73411,Black,Black,31,I4,Front-Wheel Drive,Gasoline,3,4771,1
1192,14681,3,Chevrolet,Automatic,72846,Silver,Black,31,I4,Front-Wheel Drive,Gasoline,3,4771,0
1193,14734,3,Chevrolet,Automatic,72314,Gray,Black,31,I4,Front-Wheel Drive,Gasoline,3,2737,0
1194,16059,3,Chevrolet,Automatic,58108,Silver,Black,31,I4,Front-Wheel Drive,Gasoline,3,4771,0
1195,16333,2,Kia,Automatic,51103,Black,Black,28,I4,Front-Wheel Drive,Gasoline,5,4840,0
1196,16536,2,Chevrolet,Automatic,53212,Blue,Black,32,I4,Front-Wheel Drive,Gasoline,5,5020,0
1197,16589,2,Chevrolet,Automatic,52385,Black,Black,32,I4,Front-Wheel Drive,Gasoline,5,5020,0
1198,16695,3,Chevrolet,Automatic,50985,Silver,Black,31,I4,Front-Wheel Drive,Gasoline,3,4816,0
1199,16695,2,Chevrolet,Automatic,50576,White,Black,32,I4,Front-Wheel Drive,Gasoline,5,5011,0
1200,16748,2,Volkswagen,Automatic,28761,Red,Gray,34,I4,Front-Wheel Drive,Gasoline,7,5333,0
1201,16907,2,Chevrolet,Automatic,47731,Gray,Black,32,I4,Front-Wheel Drive,Gasoline,3,3991,0
1202,17013,3,Chevrolet,Automatic,47481,Silver,Black,31,I4,Front-Wheel Drive,Gasoline,3,4816,0
1203,18815,1,Kia,Automatic,18490,White,Black,27,I4,Front-Wheel Drive,Gasoline,3,1019,0
1204,18974,3,Chevrolet,Automatic,50134,Red,Black,28,I4,Front-Wheel Drive,Gasoline,3,4920,0
1205,19133,2,Dodge,Automatic,58485,Black,Black,20,V6,Front-Wheel Drive,Flex Fuel Vehicle,8,5194,1
1206,19239,2,Dodge,Automatic,56981,White,Black,20,V6,Front-Wheel Drive,Flex Fuel Vehicle,8,5205,0
1207,19504,2,Chevrolet,Automatic,49188,White,Black,28,I4,Front-Wheel Drive,Gasoline,3,4857,0
1208,19822,3,Chevrolet,Automatic,58442,Black,Black,25,V6,Front-Wheel Drive,Flex Fuel Vehicle,9,5017,0
1209,20140,2,Chevrolet,Automatic,49731,Blue,Black,27,I4,Four-Wheel Drive,Gasoline,3,4980,0
1210,21286,2,Chrysler,Automatic,63402,Black,Black,22,V6,Front-Wheel Drive,Gasoline,7,6036,0
1211,21730,2,Chrysler,Automatic,55349,Silver,Black,22,V6,Front-Wheel Drive,Gasoline,3,1021,0
1212,21836,2,GMC,Automatic,53775,Silver,Black,27,I4,Front-Wheel Drive,Gasoline,6,5079,0
1213,21836,2,GMC,Automatic,53263,Silver,Black,27,I4,Front-Wheel Drive,Gasoline,6,5079,0
1214,21942,2,Chrysler,Automatic,53938,Black,Black,22,V6,Front-Wheel Drive,Gasoline,9,6036,0
1215,22042,2,Chrysler,Automatic,53407,Black,Black,22,V6,Front-Wheel Drive,Gasoline,7,5033,0
1216,22478,2,Chrysler,Automatic,51120,Silver,Black,22,V6,Front-Wheel Drive,Gasoline,9,6078,0
1217,23850,2,Chrysler,Automatic,42006,Black,Black,22,V6,Front-Wheel Drive,Gasoline,9,6082,0
1218,24050,3,GMC,Automatic,38602,Black,Black,25,V8,Rear-Wheel Drive,Flex Fuel Vehicle,3,970,1
1219,24592,3,GMC,Automatic,35864,White,Black,25,V8,Rear-Wheel Drive,Flex Fuel Vehicle,1,3011,0
1220,27560,2,Cadillac,Automatic,29053,Black,Black,23,V6,Front-Wheel Drive,Gasoline,7,3405,0
1221,28470,3,Ford,Automatic,31962,White,Black,15,V6,Rear-Wheel Drive,Gasoline,1,2866,0
1222,28514,3,Ford,Automatic,60732,Black,Black,18,V6,All-Wheel Drive,Gasoline,4,5668,1
1223,29256,3,Ford,Automatic,56454,White,Black,18,V6,All-Wheel Drive,Gasoline,4,2273,0
1224,33911,2,RAM,Automatic,19089,Black,Black,17,V8,Four-Wheel Drive,Gasoline,3,4301,1
1225,15314,4,MINI,Automatic,51156,Blue,Black,25,I3,Front-Wheel Drive,Gasoline,4,2538,0
1226,19455,3,MINI,Automatic,23431,White,Black,25,I3,Front-Wheel Drive,Gasoline,5,2091,0
1227,20894,3,MINI,Automatic,4316,Black,Black,25,I3,Front-Wheel Drive,Gasoline,6,2778,1
1228,21560,3,MINI,Automatic,11223,Black,Black,25,I3,Front-Wheel Drive,Gasoline,10,3549,0
1229,23418,1,MINI,Automatic,4407,White,Black,25,I3,Front-Wheel Drive,Gasoline,2,3176,0
1230,24425,1,MINI,Automatic,4220,Gray,Black,25,I3,Front-Wheel Drive,Gasoline,4,3592,0
1231,36625,1,MINI,Automatic,4972,Red,Black,25,I4,All-Wheel Drive,Gasoline,8,4323,0
1232,16447,6,MINI,Automatic,66469,Silver,Black,26,I4,All-Wheel Drive,Gasoline,7,5389,0
1233,16552,4,MINI,Automatic,44083,Blue,Black,25,I3,Front-Wheel Drive,Gasoline,8,3773,0
1234,23975,1,MINI,Automatic,3664,Gray,Black,25,I3,Front-Wheel Drive,Gasoline,3,3212,0
1235,32495,1,MINI,Automatic,5381,White,Black,25,I4,All-Wheel Drive,Gasoline,4,3580,0
1236,12995,10,Subaru,Automatic,37221,Gray,Black,22,H4,All-Wheel Drive,Gasoline,5,2452,0
1237,13995,9,Subaru,Automatic,70479,Gray,Black,25,H4,All-Wheel Drive,Gasoline,4,2754,0
1238,16593,6,Toyota,Automatic,70596,Black,Black,39,I4,Front-Wheel Drive,Hybrid,5,2353,1
1239,23984,5,Honda,Automatic,48069,White,Gray,23,V6,Front-Wheel Drive,Gasoline,7,2466,0
1240,26980,1,Subaru,Automatic,6709,Red,Gray,30,H4,All-Wheel Drive,Gasoline,11,3520,0
1241,26995,3,Subaru,Automatic,20177,Gray,Gray,28,H4,All-Wheel Drive,Gasoline,9,5307,0
1242,30984,2,Subaru,Automatic,17432,Black,White,28,H4,All-Wheel Drive,Gasoline,12,5920,0
1243,30989,2,Subaru,Automatic,21027,Gray,Gray,28,H4,All-Wheel Drive,Gasoline,11,5452,0
1244,30989,2,Subaru,Automatic,20743,Gray,White,28,H4,All-Wheel Drive,Gasoline,11,5420,0
1245,17977,8,GMC,Automatic,175559,Black,Black,17,V8,Four-Wheel Drive,Flex Fuel Vehicle,8,2543,0
1246,24977,2,Dodge,Automatic,16819,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,7,1773,1
1247,26977,3,Nissan,Automatic,29416,Blue,Black,25,V6,Four-Wheel Drive,Gasoline,4,1328,0
1248,33777,7,RAM,Automatic,62242,Blue,Black,17,V8,Four-Wheel Drive,Gasoline,14,2737,0
1249,36877,3,Ford,Automatic,36038,Gray,Black,18,V6,All-Wheel Drive,Gasoline,10,2825,0
1250,38977,3,Ford,Automatic,35541,White,Gray,19,V6,Four-Wheel Drive,Gasoline,4,1705,0
1251,64977,2,Ford,Automatic,36189,White,Black,25,V8,Four-Wheel Drive,Biodiesel,13,2065,0
1252,84977,1,Ford,Automatic,2860,Blue,Black,25,V8,Four-Wheel Drive,Biodiesel,10,2157,0
1253,6900,9,Chevrolet,Automatic,107944,Red,Black,31,I4,Front-Wheel Drive,Gasoline,4,5326,0
1254,7950,6,FIAT,Automatic,52525,Silver,Black,25,I4,Front-Wheel Drive,Electric,6,5015,0
1255,9250,9,Chevrolet,Automatic,81439,Silver,Black,26,I4,Front-Wheel Drive,Gasoline,2,5584,0
1256,9900,11,Dodge,Automatic,128181,Red,Gray,20,V8,Rear-Wheel Drive,Gasoline,7,5344,0
1257,18900,14,Ford,Automatic,92422,White,Black,25,V8,Rear-Wheel Drive,Diesel,4,2346,0
1258,19900,4,Chevrolet,Automatic,42072,Black,Gray,25,I4,Front-Wheel Drive,Electric,13,5270,0
1259,22900,7,Ford,Automatic,104593,Red,Black,25,V8,Front-Wheel Drive,Flex Fuel Vehicle,3,2577,0
1260,28900,4,Toyota,Automatic,56967,Red,Black,22,V6,Front-Wheel Drive,Gasoline,4,4839,0
1261,19880,4,Genesis,Automatic,109654,Blue,Gray,25,V6,Front-Wheel Drive,Gasoline,10,3696,0
1262,20880,7,Audi,Automatic,62069,Black,Black,26,I4,All-Wheel Drive,Hybrid,6,1887,1
1263,22500,4,BMW,Automatic,30887,Blue,Black,27,I4,All-Wheel Drive,Gasoline,11,3226,0
1264,22500,2,Jeep,Automatic,32536,Black,Black,22,V6,Four-Wheel Drive,Gasoline,6,2364,0
1265,22880,5,BMW,Automatic,49502,Gray,Black,24,I4,All-Wheel Drive,Gasoline,11,3443,0
1266,23880,3,BMW,Automatic,18188,Silver,Black,27,I4,All-Wheel Drive,Gasoline,8,2384,0
1267,23880,5,Audi,Automatic,47828,Black,Black,25,I4,All-Wheel Drive,Flex Fuel Vehicle,7,3399,0
1268,25880,4,Lexus,Automatic,54625,White,Gray,25,V6,Front-Wheel Drive,Gasoline,6,2701,0
1269,26880,3,Audi,Automatic,29155,Black,Gray,25,I4,Front-Wheel Drive,Gasoline,9,3090,0
1270,27500,4,BMW,Automatic,24910,Black,Black,24,I4,All-Wheel Drive,Gasoline,9,3445,1
1271,28880,3,BMW,Automatic,8146,Silver,Black,26,I4,All-Wheel Drive,Gasoline,8,3092,0
1272,32880,4,BMW,Automatic,43534,Black,Black,24,I6,Rear-Wheel Drive,Gasoline,6,3510,1
1273,34880,3,BMW,Automatic,25906,White,Black,27,I4,All-Wheel Drive,Gasoline,7,2878,0
1274,37880,3,Volvo,Automatic,42251,Gray,Red,24,I4,All-Wheel Drive,Gasoline,12,3286,0
1275,40880,3,Audi,Automatic,40837,Gray,Black,21,V6,All-Wheel Drive,Gasoline,6,2477,0
1276,40880,3,Land,Automatic,24685,Silver,Black,18,V6,All-Wheel Drive,Gasoline,8,2773,0
1277,41880,3,Lexus,Automatic,33249,Silver,Black,16,V8,All-Wheel Drive,Gasoline,9,3101,0
1278,41880,3,Audi,Automatic,43095,Blue,Black,21,V6,All-Wheel Drive,Gasoline,10,3576,0
1279,42500,3,Audi,Automatic,30165,Black,Black,21,V6,All-Wheel Drive,Gasoline,8,2999,0
1280,42500,3,Audi,Automatic,23116,Blue,Black,21,V6,All-Wheel Drive,Gasoline,9,2888,0
1281,44880,4,Mercedes-Benz,Automatic,26652,Gray,Black,19,V6,All-Wheel Drive,Gasoline,14,3862,0
1282,44880,3,Porsche,Automatic,27274,Gray,Black,25,I4,All-Wheel Drive,Gasoline,7,2954,0
1283,44880,3,Maserati,Automatic,34926,Black,Black,19,V6,All-Wheel Drive,Gasoline,10,2582,1
1284,46880,2,Audi,Automatic,13840,White,Black,21,I4,All-Wheel Drive,Gasoline,11,2709,0
1285,46880,3,Land,Automatic,43482,Gray,Black,23,I4,All-Wheel Drive,Gasoline,5,2469,0
1286,46880,3,Audi,Automatic,35042,Gray,Gray,21,V6,All-Wheel Drive,Gasoline,11,4333,0
1287,49880,3,Porsche,Automatic,32372,Gray,Black,25,V6,All-Wheel Drive,Gasoline,6,2783,0
1288,52980,4,Mercedes-Benz,Automatic,32615,Black,Black,15,V8,All-Wheel Drive,Gasoline,11,3567,0
1289,57500,4,Land,Automatic,30505,White,Black,19,V6,All-Wheel Drive,Gasoline,5,2477,0
1290,62500,4,Land,Automatic,31896,Blue,White,19,V6,All-Wheel Drive,Gasoline,11,3421,0
1291,67500,4,Audi,Automatic,36197,Black,Black,19,V8,All-Wheel Drive,Gasoline,11,3209,0
1292,68880,4,Land,Automatic,30328,Black,Black,16,V8,All-Wheel Drive,Gasoline,7,3442,0
1293,79880,3,Land,Automatic,22526,Silver,Black,19,V6,All-Wheel Drive,Gasoline,9,3524,0
1294,80880,3,Land,Automatic,22847,Black,Black,19,V6,All-Wheel Drive,Gasoline,10,3786,0
1295,27495,1,Nissan,Automatic,2349,Blue,Gray,26,I4,All-Wheel Drive,Gasoline,14,2286,0
1296,31998,1,Nissan,Automatic,247,Gray,Black,25,V6,Four-Wheel Drive,Gasoline,6,1799,0
1297,8990,8,Ford,Automatic,55235,Blue,Black,25,I4,Front-Wheel Drive,Electric,4,2613,0
1298,15990,12,Dodge,Automatic,115113,Black,Black,16,V8,Front-Wheel Drive,Gasoline,3,2615,0
1299,19990,14,Toyota,Automatic,106262,White,Black,25,V6,Four-Wheel Drive,Gasoline,3,1827,0
1300,22990,7,Cadillac,Automatic,54972,Gray,Black,21,V6,All-Wheel Drive,Gasoline,12,5135,0
1301,7994,6,Chevrolet,Automatic,138604,Silver,Black,31,I4,Front-Wheel Drive,Gasoline,11,5078,0
1302,24995,3,GMC,Automatic,23747,White,Black,25,V8,Rear-Wheel Drive,Flex Fuel Vehicle,7,2327,0
1303,32995,1,Chevrolet,Automatic,11844,White,Black,17,V8,Front-Wheel Drive,Gasoline,5,3233,0
1304,32995,1,Chevrolet,Automatic,12208,White,Black,17,V8,Front-Wheel Drive,Gasoline,5,3188,0
1305,32995,1,Chevrolet,Automatic,11770,White,Black,17,V8,Front-Wheel Drive,Gasoline,5,3290,0
1306,39995,4,RAM,Automatic,41751,Black,Black,17,V8,Four-Wheel Drive,Gasoline,10,4929,0
1307,66495,2,GMC,Automatic,48130,Black,Black,25,V8,Front-Wheel Drive,Biodiesel,11,5682,1
1308,67995,1,Chevrolet,Automatic,7460,Silver,Black,25,V8,Four-Wheel Drive,Biodiesel,10,5883,0
1309,68995,0,Chevrolet,Automatic,3574,Black,Black,25,V8,Four-Wheel Drive,Gasoline,15,5038,1
1310,9917,13,Dodge,Automatic,120222,Red,Gray,16,V8,Four-Wheel Drive,Gasoline,2,2587,0
1311,13138,12,Chevrolet,Automatic,102013,Silver,Gray,25,V6,Front-Wheel Drive,Gasoline,3,2734,0
1312,18854,10,GMC,Automatic,110554,White,Black,25,V8,Front-Wheel Drive,Flex Fuel Vehicle,7,4698,0
1313,34950,2,GMC,Automatic,84354,Silver,Black,17,V8,Four-Wheel Drive,Gasoline,4,4108,0
1314,35343,4,Audi,Automatic,51871,Black,Black,21,V6,All-Wheel Drive,Gasoline,6,4122,0
1315,66500,2,GMC,Automatic,27340,White,Black,25,V8,Four-Wheel Drive,Biodiesel,13,6828,0
1316,6999,13,Mercedes-Benz,Automatic,149243,Red,Black,25,V6,Front-Wheel Drive,Gasoline,3,2648,0
1317,9992,8,Kia,Automatic,95225,Black,Black,28,I4,Front-Wheel Drive,Gasoline,1,2279,1
1318,11864,6,Kia,Automatic,66444,Silver,Black,26,I4,Front-Wheel Drive,Gasoline,2,2217,0
1319,13979,3,Hyundai,Automatic,27645,Gray,Black,33,I4,Front-Wheel Drive,Gasoline,3,2218,0
1320,13990,8,Toyota,Automatic,73476,Black,Gray,42,I4,Front-Wheel Drive,Hybrid,3,2916,1
1321,14877,4,Chevrolet,Automatic,38086,Red,Black,33,I4,Front-Wheel Drive,Gasoline,9,2781,0
1322,14941,5,Ford,Automatic,42288,Black,Black,26,I4,Front-Wheel Drive,Gasoline,1,2663,1
1323,16970,1,Nissan,Automatic,28541,Black,Black,33,I4,Front-Wheel Drive,Gasoline,5,2348,0
1324,17992,3,Chevrolet,Automatic,34334,Black,Black,31,I4,Front-Wheel Drive,Gasoline,4,3485,0
1325,20687,3,Kia,Automatic,19651,Black,Black,25,I4,All-Wheel Drive,Gasoline,2,2802,0
1326,21961,5,Mercedes-Benz,Automatic,57032,Silver,Black,27,I4,All-Wheel Drive,Gasoline,4,2759,0
1327,21993,1,Honda,Automatic,20791,Black,Black,32,I4,Front-Wheel Drive,Gasoline,5,2589,0
1328,22089,4,Chrysler,Automatic,32329,Silver,Black,22,V6,All-Wheel Drive,Gasoline,12,3534,0
1329,24099,3,Mazda,Automatic,34588,Gray,Black,26,I4,All-Wheel Drive,Gasoline,4,3277,0
1330,24552,5,Honda,Automatic,33142,White,Black,27,I4,All-Wheel Drive,Gasoline,5,3156,0
1331,24820,3,Mazda,Automatic,27327,Blue,Black,26,I4,All-Wheel Drive,Gasoline,4,3284,0
1332,24999,3,Chevrolet,Automatic,40792,Silver,Black,26,I4,Rear-Wheel Drive,Gasoline,4,3723,0
1333,28852,3,Mazda,Automatic,37622,Blue,Black,22,I4,All-Wheel Drive,Gasoline,12,3702,0
1334,29032,2,Mazda,Automatic,5358,White,Black,26,I4,All-Wheel Drive,Gasoline,8,3486,0
1335,29912,7,Chevrolet,Automatic,127645,White,Black,25,V8,Four-Wheel Drive,Flex Fuel Vehicle,2,2453,0
1336,30085,4,Land,Automatic,36670,Blue,Black,24,I4,All-Wheel Drive,Gasoline,11,3252,0
1337,35898,5,Volvo,Automatic,36732,Black,Black,23,I4,All-Wheel Drive,Gasoline,6,3324,0
1338,38499,1,Lexus,Automatic,6552,Gray,Black,20,V6,All-Wheel Drive,Gasoline,6,3550,0
1339,40021,4,Nissan,Automatic,40395,Red,Black,17,V8,Four-Wheel Drive,Gasoline,9,2892,0
1340,45237,2,Chevrolet,Automatic,47972,Gray,Black,25,V8,Four-Wheel Drive,Gasoline,13,5616,0
1341,45930,2,Chevrolet,Automatic,51078,Gray,Black,25,V8,Four-Wheel Drive,Gasoline,13,5638,0
1342,45985,2,Chevrolet,Automatic,46088,Black,Black,25,V8,Four-Wheel Drive,Gasoline,13,5644,0
1343,46166,2,Chevrolet,Automatic,49229,Gray,Black,25,V8,Four-Wheel Drive,Gasoline,13,5562,0
